,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
11,,,,,[407.96454 532.5674 ],,[404.89032 528.1355 ],[409.72726 530.13635],[411.12964 529.7315 ],[410.8125 533.7054],[415.03305 531.0744 ],[421.44537 525.7395 ],[413.92126 521.62994],[408.2078 517.5714],[403.18564 521.006  ],[405.7447 519.4947],[403.9727 526.7705],[413.3423 544.5973],[424.78616 546.55975],[425.20914 545.7034 ],[445.03906 539.8906 ],[452.5  533.75],[447.0893 542.7768],[448.53333 534.3467 ],[450.7616 538.9073],[448.75925 534.0679 ],[450.8113 539.5849],[454.09494 547.7785 ],[443.7875 536.475 ],[440.4771  544.32025],[454.45123 542.0305 ],[444.51785 541.1012 ],[451.44067 540.1017 ],[441.2337 547.8913],[420.13434 552.08655],[405.61905 533.517  ],[406.9931 531.9931],[413.71964 529.2523 ],[416.68182 546.7102 ],[412.4696 540.3425],[408.47238 522.36194],[413.78317 522.77875],[406.76596 522.09045],[416.38577 525.3401 ],[416.80304 515.5859 ],[410.6565 507.2023],[404.60938 503.17188],[419.03238 504.96356],[412.97952 505.88113],[414.63556 506.91556],[402.83206 522.52673],[398.97223 515.5833 ],[411.268 512.012],[410.14404 509.63785],[424.87878 506.37122],[408.32  510.295],[429.39285 508.95715],[414.29556 510.85715],[420.8756  506.46765],[414.47296 504.009  ],[419.5512 498.7122],[422.79105 502.31842],[408.1726 486.6607],[411.55188 486.67926],[404.83722 482.59302],[406.49384 478.48148],[400.91666 486.67856],[407.2841  483.68182],[400.98795 481.87952],[402.56693 472.3071 ],[403.05264 478.13684],[398.29544 482.18182],,,[391.12903 496.9355 ],,,,,,,,,,,,[397.97894 499.5579 ],[399.02 500.52],[399.96362 501.0182 ],[403.01904 503.55237],[395.944 500.632],[397.07318 496.26828]
12,,,,,[418.125   538.41174],[418.46155 557.18463],[413.76224 535.85315],[417.55127 539.71796],[417.77274 538.5195 ],[416.53192 542.9787 ],[409.15924 542.57324],[416.31647 539.     ],[413.94736 539.7669 ],[410.944 538.744],[408.39844 544.6797 ],[410.64755 544.4672 ],[407.2362  552.10236],[408.6748 568.2398],[412.1913 542.8391],[411.74576 549.52545],[414.23462 544.57306],[423.06616 541.9183 ],[415.5929  550.12646],[415.09302 541.13025],[413.92783 540.26807],[406.635 539.21 ],[414.99057 539.8396 ],[419.5306  549.83673],[412.02542 540.5763 ],[410.55933 544.0678 ],[409.26794 540.17706],[400.9005  538.34033],[411.59393 527.4303 ],[424.07266 533.2222 ],[413.4663 519.2021],[416.6979  528.07294],[415.98486 524.53534],[426.5102 522.9184],[420.45547 531.81506],[414.52704 524.1115 ],[390.7155  518.38794],[386.80984 523.0176 ],[387.28168 513.21124],,[388.7642  509.96716],[388.18634 522.09625],[389.7963 514.2963],,[384.67648 520.9853 ],[388.31152 522.7165 ],[393.98734 514.10126],,[392.56    520.69336],[392.8    517.4875],[389.39743 518.7564 ],[387.65115 517.3953 ],[395.16666 517.24243],,[400.48837 510.06976],[393.47058 507.70587],[396.96054 504.3158 ],[400.65308 507.23468],[391.61365 507.77274],[394.70312 510.1797 ],[392.24527 516.49054],[391.76 513.34],[387.275  512.4125],[392.77274 519.36365],[388.5224  517.56714],[389.42352 510.77646],[394.57144 512.36505],[392.27026 505.2973 ],[399.92554 497.95746],[408.71875 496.73438],[400.0995  490.41293],[402.42682 478.7195 ],[404.8875 482.15  ],,,[404.9524  478.16666],[400.83118 479.013  ],[403.6962  479.46835],[397.24326 479.0946 ],[402.53732 478.4179 ],[406.68604 477.56976],[406.98837 478.73254],[405.4535  479.60464],[406.16217 480.1216 ],[406.34177 479.82278],[406.95456 482.93182],[402.4421  482.74738],[404.8158 478.8772]
13,,,,,[469.33334 481.     ],,[463.33524 475.10226],[465.0993  479.29077],[461.0082  480.90985],[462.33524 484.98294],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,[383.88135 515.94916],,,,,,[394.61798 530.32587],[389.4138  530.11725],[387.96295 530.8457 ],[385.4485  533.52124],[387.01135 530.517  ],[384.09302 537.01746],,[392.63373 529.05817],[396.50867 529.36993],[387.28796 533.51306],[396.1872  532.87195],[388.3352 543.8212],[390.70456 540.     ],[392.6022  540.96686],[390.8268 538.7151],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,[390.     506.1389],[395.29788 503.93616],,,,,,[393.4516  510.03226],,,,,[392.1645  510.64935],,,[399.07693 494.7077 ],[396.50238 482.76303],[382.06757 488.30405],[371.32144 475.9018 ],[368.16867 451.33734],[368.09232 444.8    ],[370.799   442.39706],[376.3871  447.64517],[378.7594  457.50375],[375.7381  462.86508],[388.72662 460.92807],[383.07144 463.30157],[387.5821  459.30597],[394.4186 463.1279],[388.57202 473.23868],[391.70566 480.73962],[407.54376 490.1625 ],,[397.20813 473.95938],[404.87402 466.07874],[393.43677 470.90805],[387.56693 477.7756 ],[378.7137  475.17255],[386.77274 472.90082],[387.14285 466.08978],[375.54886 480.21054],[380.07144 473.16666],[384.544 457.832],[378.30148 458.32352],[378.26718 459.87024],[380.3143  460.64285],[386.16666 460.18182],[379.14926 463.9179 ],[377.26562 457.5078 ],[371.65152 455.89395],[369.23477 454.68695],[377.17038 455.99258],[374.73334 456.25   ],[382.63492 449.84128],[389.2555  436.62555],[398.2586  428.57327],[391.74045 446.35114],[383.16296 445.54816],[386.30597 445.35822],[384.3143  445.37143],[384.6797 441.4922],[368.51892 439.44864],[373.51648 438.5989 ],[369.55554 437.8836 ],[359.98245 451.00586],[375.58948 436.39474],[370.66306 440.3587 ],[371.20218 454.22952],[373.27985 454.58847],[362.0621  448.37268],[369.5414 455.8981],[368.69812 458.49686],[371.90567 458.3585 ],[372.8477  457.46356],[363.8889  456.17902],[360.28302 456.50314],[361.0238  457.59525],[374.55127 466.01282],[380.7353  475.79413],,,[381.6 477. ],,,,,
16,,,,,,[408.91464 578.90247],,,,,[422.419   569.82684],[427.95264 568.45264],[419.97223 563.08887],[425.14954 563.1215 ],[422.06213 564.01697],[424.86932 561.5    ],[419.57864 568.9101 ],[425.70413 586.81067],,,,,,,,,,,,,[436.49496 565.34344],[426.01785 565.7946 ],[426.97974 555.7804 ],[430.10324 578.2516 ],,[430.5982 566.4732],[429.44446 562.1389 ],[427.57425 566.74255],[434.90445 573.34393],[429.81366 568.11804],[435.17355 556.2314 ],[442.4086 549.086 ],[435.6205 548.2308],[432.79398 547.0653 ],[432.46088 552.29565],,[434.7869 545.0451],[440.3625 543.6625],[434.25555 543.2    ],[434.83505 544.62885],[435.06097 542.70734],[440.63635 544.36365],[436.4253 550.2988],[444.11197 546.5946 ],[434.46155 546.03845],[432.37805 546.3415 ],[439.9818 547.8091],[438.8532 548.7706],[444.41934 543.2016 ],[437.7845  542.12933],[445.01654 537.84296],[453.3     531.74164],[443.6875 531.9464],[434.6434  531.31006],[432.0301 532.0526],[432.73126 528.7438 ],[425.21225 537.0519 ],[436.62143 535.2143 ],[431.10638 533.95746],[428.61365 547.9318 ],[429.42438 542.68066],[433.36508 537.5714 ],[428.3412 535.5294],[434.30545 539.6276 ],[429.17743 521.53766],[443.28665 517.08   ],[443.11487 519.2432 ],[446.06818 506.5606 ],[450.49606 504.74014],[445.39844 502.90625],[443.22388 504.9776 ],[448.6508  505.77777],[442.71796 502.82053],[436.12244 495.14285],[447.2756  502.50394],[446.488 504.832],[446.664 506.032],[445.34427 506.2131 ],[446.03845 504.07693],[450.31345 506.54477],[442.4236 517.4375],[429.20386 512.7154 ]
17,,,,,,[427.53125 562.4453 ],,,[437.68796 557.34045],[427.78204 562.20514],[416.95596 556.0755 ],[424.34146 551.64636],[419.8387  549.29034],[418.6536 546.451 ],[415.9928 550.3885],[417.85806 551.     ],[412.0548 561.0274],[418.63693 576.82166],,,,,,,[414.7569  552.80664],[412.27222 550.7833 ],[416.97647 552.5294 ],[423.40112 561.80225],[416.32584 553.92694],[413.4254  557.39777],[428.19373 550.06805],[418.28497 552.6632 ],[422.1376  539.51373],[430.10114 543.8764 ],[430.51074 546.6774 ],[416.57758 546.09485],[414.54956 543.2252 ],[410.25424 550.21185],[414.5188 567.7594],[409.15863 560.66205],[413.38058 540.38806],[408.51065 547.14185],[412.38425 546.5602 ],[410.04666 544.5467 ],[420.52524 536.92426],[416.18478 525.86414],[406.33557 521.96643],[419.27045 524.673  ],[421.26767 521.2929 ],[412.80148 523.96326],[415.92307 525.1255 ],[419.46033 526.96295],[423.22223 527.4568 ],,,[418.68054 534.50696],[425.63934 534.4016 ],[424.37122 536.0227 ],[419.04544 536.2455 ],[423.57266 544.3675 ],[429.58893 540.2332 ],[434.69565 543.16956],[425.07693 543.17004],[429.0324 543.2593],[427.79816 544.15137],[428.44812 541.35376],[424.83273 549.3701 ],[428.75696 546.58966],[427.39078 544.1969 ],[424.24298 557.6916 ],,[425.29047 546.15765],[420.5754  546.82684],,[425.13635 532.89545],[416.79565 530.5826 ],[422.55127 519.5342 ],[409.9809 515.0955],[412.0825 512.8505],[422.74286 515.40955],[420.6027 516.9196],[424.379  518.4201],[417.92575 518.1135 ],[421.96982 517.7672 ],[429.09146 524.0183 ],[427.46808 522.28723],[422.57144 512.0476 ],[424.3421 516.2632],[426.60306 517.69086],[429.3975 519.682 ],[425.16287 519.2121 ],[424.2976 527.    ]
18,,,,,,[481.0618  570.10675],,,,,,,,,,,,,,,,,,,,,,,,,,,[459.68268 561.1923 ],,[458.44324 560.9676 ],[446.15216 546.65216],[443.93958 543.     ],[441.25293 549.49414],[444.35928 544.95807],[438.87878 537.8606 ],[433.82858 543.4857 ],[428.7097 553.5548],,,,[429.21054 553.2782 ],[422.45114 549.203  ],[434.64615 551.9154 ],[427.56934 552.073  ],[447.8307 550.8836],[445.9711  546.20233],[451.7401 546.6497],[447.00525 549.9316 ],[446.48114 568.3868 ],[442.67593 568.3241 ],[443.4896  564.69794],[449.14062 567.4375 ],[445.66666 567.4621 ],[451.03278 562.0328 ],[444.78302 559.3679 ],,,[451.37436 556.1949 ],[450.22415 555.37067],[450.02704 558.1802 ],[450.28455 555.6748 ],[444.69644 563.3661 ],,[447.05737 558.8771 ],[434.8069 563.7586],[437.09708 552.3301 ],[434.03253 555.7398 ],[434.89844 550.4531 ],[441.97437 550.4957 ],,,[432.57144 546.32245],[437.0164 533.4208],[439.48648 531.627  ],[437.5179 543.1433],[436.04123 544.9347 ],[440.1155 545.9604],[451.88785 549.3785 ],[456.96295 549.3472 ],[461.10477 547.85236],[461.33862 549.31744],[459.246  548.6578],[458.75    550.55206],[464.55237 561.30475],[466.58334 562.1852 ],[462.71698 559.98114],[466.00833 555.55   ]
19,,,,,,[498.82993 543.06805],,,,,,,,,,,,,,,,,[511.21213 552.7121 ],,,[505.01834 542.2936 ],[509.11804 544.6389 ],[510.  552.9],[502.70212 551.56384],[501.14737 556.34735],,[506.57333 562.5956 ],[511.42242 560.3319 ],[511.17 559.62],,[514.0326  557.48914],[512.37036 552.7963 ],[509.58163 558.67346],[506.99213 568.89764],[509.5124  570.70245],,[503.72156 563.7529 ],[504.80328 551.5082 ],,[505.68253 551.2024 ],[504.6842  562.70447],[504.72952 549.2459 ],,,,[500.47952 560.1967 ],[504.5923 561.5579],[500.3625 566.3417],[500.28455 563.38617],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,[  5.1438355 442.61642  ],[  1.875   453.79166],,,,,,,,,,,[  4.3194447 456.7639   ],[  5.6203704 455.0926   ],,[  2.7534246 458.35617  ],,[  2.1176472 458.41177  ],[  2.5  459.75],[  1.1818181 457.5      ],,,[  1.5294118 461.5098   ],,,,[  9.222222 462.58585 ],,,,[  2.42 452.16],[  1.5238096 458.11905  ],,,[  4.6217947 445.41025  ],[  1.942029 452.6087  ],[  1.7872341 456.31915  ],[  3.172131 449.459   ],,[  3.2323945 450.88733  ],[ 10.324445 456.69333 ],[  8.0251045 449.06277  ],,[  4.2444444 457.95557  ],[  4.3977275 453.61365  ],,[  6.807229 457.40964 ],[  5.195122 451.76422 ],[  6.1666665 455.49124  ],[  4.266667 454.65555 ],[  9.602649 455.9669  ],[  7.4    457.3185],[ 13.236715 453.10144 ],[ 10.196721 450.56284 ],[ 11.458715 447.11008 ],[ 18.525 451.35 ],[ 10.642201 450.77982 ],[ 14.462687 446.38806 ],[ 14.703704 441.97223 ],[ 14.123712 434.58762 ],[  2.7894738 429.14035  ],[  5.9268293 426.77438  ],[  7.850467 442.75702 ],[ 13.08421 461.48422],,,[  8.284519 454.2636  ],,[ 10.344 440.336],[  9.93038 432.4114 ],[  9.      437.38983],[ 12.363095 440.51785 ],[ 17.898306 437.0113  ],[ 12.753012 436.59036 ],[  9.761006 437.56604 ],[ 14.44    438.97333],[  8.706587 436.42514 ],[ 14.218935 435.12427 ],[ 17.277027 435.43243 ],[ 29.133333 444.81482 ],[ 26.935064 446.39612 ],[ 25.434782 448.68323 ],[ 26.9  448.14],[ 30.071428 450.65714 ],[ 25.864662 451.5113  ],[ 26.510948 446.56204 ]
