,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
11,,,,,,,,,,[ 67.89412 614.4706 ],[ 77.68367 619.03064],[ 90.20909 613.9727 ],[ 88.76699 615.6505 ],[ 90.23364 613.7757 ],[ 91.72727 621.37274],[101.163124 617.8936  ],[102.17054 630.06976],[ 94.392 643.016],,,,,,,,,,,,,,,,,,,,,,,,,,,,,[101.92126 644.5827 ],,,,,,,,,,,,,,,,,,,[111.776474 650.50586 ],[113.08046 658.1954 ],[115.765625 659.6797  ],[110.833336 658.875   ],[130.54594 658.7784 ],[116.25   662.7315],[117.46296 665.2963 ],[114.948456 670.42267 ],[113.62637 659.3736 ],,,,,,[113.438095 659.5714  ],[111.91 659.91],,[109.64762 661.13336],[115.5    665.2843],[118.96 665.38],[120.462265 664.4151  ],[118.5514 664.3084],[121.52427 668.6019 ],[124.69159 671.8972 ],[128.55455 672.35455],[127.1049 668.4476],[127.54701 660.5812 ]
12,,,,,,,,,,,,[227.27272 499.07385],,[225.91045 491.97015],[220.87634 496.543  ],[224.43637 494.06668],[213.06451 505.84515],[218.61267 521.9014 ],[219.83647 499.4591 ],[224.06494 499.76624],[210.85715 506.05713],[219.929  501.6568],[215.09203 503.69937],[216.23239 494.50705],[220.7044 497.7107],[223.62857 491.10284],[218.31973 494.8095 ],[223.81868 503.3956 ],[216.21089 494.63947],[214.09091 499.15585],[227.59477 495.77124],[217.0376 493.9173],[224.2    493.4909],,[217.65442 493.625  ],[220.57971 499.78262],[218.47058 494.86765],[214.0723 500.3253],,,[221.86208 489.31033],[216.98824 496.59412],[208.21127 494.71127],[217.49033 494.8129 ],[217.50322 486.6258 ],[215.54118 498.25293],[208.83006 494.4902 ],[222.3394  495.37576],[215.15854 496.04877],[215.5125 496.4625],[214.7255  494.20914],[219.73376 495.0974 ],[214.34229 500.42953],[215.06494 495.88962],[211.91096 497.274  ],[209.11429 495.73572],[216.1     497.43332],[216.52083 497.6736 ],[222.7183  493.71127],[216.73914 492.33334],[224.5548  489.07535],[230.77852 492.48993],[221.90475 492.3254 ],[225.30281 492.97888],[222.83109 493.77026],[222.82191 490.65753],[217.15686 498.8366 ],[223.25548 495.27008],[219.65413 493.93985],,[223.88513 491.1757 ],[220.89726 494.75342],[221.78146 509.17218],[229.63333 489.42667],[218.29605 482.01315],[225.88889 490.2353 ],[224.25455 493.07272],[225.75    493.72025],[230.38182 491.49698],[224.5     489.85715],[221.30624 491.30624],[226.60976 491.55487],[219.54321 491.9074 ],[224.88235 492.0353 ],[228.34375 490.575  ],[227.74522 490.6688 ],[225.69481 491.10388],[225.61491 492.7143 ],[226.05988 491.64072],[228.73055 494.3413 ],[223.95322 492.70175],[226.89221 488.26346]
13,,,,,,,,,,,,,[471.17075   86.414635],,,,,,[483.27777  90.18889],[486.47116  91.44231],[471.86734  94.21429],[478.33334  92.12963],[468.9739   100.295654],[469.77274  90.3    ],[470.5889   91.28889],[465.17935  90.46739],[471.83517  90.86264],[476.7586   98.37931],,[462.9659   91.51136],[474.12622  83.87379],[457.7522   80.29204],[458.14877   77.421486],,,,,,,,,,,,,,,,,,[453.70224  77.67416],[463.4737   76.23684],[455.2927    78.861786],[453.9091   74.19009],[451.17172  78.05051],[442.15268  76.99236],,[444.13513   71.202705],,,,,[449.3841   74.94702],[452.22223  76.05926],[446.86987  66.4863 ],[448.99173   57.826447],[427.72415  57.62069],[433.98038  52.42157],[428.33627  47.38053],[436.70676   47.203007],[448.8846   48.28846],[448.073     61.883213],,[448.79193   46.395973],[450.61905  39.42857],[447.1504   43.69173],,,[447.1087    39.391304],,,,[431.73267  46.82178],[435.9524   44.29524],[438.60748   41.747665],[437.5       30.654762],[437.68085   32.265957],,,,,[443.30817   32.591194]
14,,,,,,,,,,,,,[481.42856  86.22857],[482.5862   86.27586],[480.1282    87.871796],[479.20587  87.14706],[477.76785  96.09821],,,,[471.54205 104.63551],[478.26215 102.59223],[467.       109.830505],[466.11224  98.92857],[465.6559    98.655914],,,,[464.83694  90.17391],[455.2396    96.802086],[464.8      86.88421],[449.29593  86.62245],[453.75653  87.37392],,,,,,,,,,,,,[440.52777  80.47222],[434.7984   82.58064],[451.17355  86.75207],[446.65115   86.575584],[450.8453   81.29834],[444.2073   87.54878],[449.49335   87.346664],[445.55072   87.391304],[445.14285  81.65714],[442.79688  83.1875 ],[445.52747  84.52747],[444.79675   78.731705],[441.68686  79.10101],[447.88678   74.537735],[441.25714  73.67619],[435.40506   59.455696],[442.94382  64.52809],[435.97562  63.32927],[436.375  63.   ],[437.37646  68.61176],[438.26965  64.07865],[437.57812   77.546875],[443.87057  72.51765],[436.86792  68.07547],[430.51724  77.74138],[438.03705  63.73148],[437.17648  69.70588],,[444.35    62.9875],[436.45782   60.120483],[442.83582   57.955223],[441.68817  66.60215],[442.91666  62.48148],[444.93967  57.28448],,,[455.38687  52.87591],[452.43588   59.179485],[454.08258   58.504585],,,[455.7678    59.868916],[444.9469  48.4823],[447.77466  53.     ],,,
15,,,,,,,,,,,,,,[493.77142  94.42857],[487.6842   98.18421],[484.26666  97.5    ],[480.6701   107.793816],[480.9394  113.40404],[485.91263  99.12621],[485.89215  101.539215],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[479.35135 107.97298],[480.5125 105.8125],,,,,,,,,,,,,,,,,,,,,,,,[488.57144 122.58442],[482.6842  122.83158],[487.03372 122.96629],[490.4017  121.61539],[489.37122  119.431816],[487.27536 119.42029],,,,,
16,,,,,,,,,,,,,,,[ 38.630436 597.42755 ],[ 42.05143 598.78284],[ 38.110466 607.30817 ],,[ 49.307693 604.55493 ],[ 57.282608 606.65216 ],[ 46.     608.9138],[ 50.49405 601.8333 ],[ 48.567566 611.2108  ],[ 50.96552 602.3333 ],[ 50.546013 604.97546 ],[ 47.936306 598.9045  ],[ 47.482758 598.977   ],[ 48.411766 606.6059  ],[ 46.587627 604.24744 ],[ 44.430378 606.5949  ],[ 53.801136 601.2273  ],[ 47.134148 596.6951  ],[ 55.411766 591.95294 ],[ 63.225353 599.77466 ],[ 64.86555 601.6891 ],[ 68.69531 607.96875],[ 67.40833 603.9667 ],[ 63.680557 608.50696 ],[ 65.7013  595.25977],,[ 64.22481 594.57367],[ 58.609756 601.04877 ],[ 53.898552 598.62317 ],[ 49.127453 592.62744 ],[ 41.163933 591.0574  ],[ 38.84127 600.1429 ],[ 30.721312 598.36066 ],[ 40.321102 585.4495  ],[ 32.813084 592.028   ],[ 32.352383 593.25714 ],[ 33.5283  591.56604],[ 40.190475 591.4667  ],[ 35.302753 593.0459  ],[ 36.067307 590.5289  ],[ 32.933334 589.10474 ],[ 32.11111 586.5648 ],[ 40.846153 588.5961  ],[ 38.309734 590.95575 ],[ 50.015747 600.3543  ],[ 43.390625 594.52344 ],[ 52.472393 606.65643 ],[ 59.203705 611.32715 ],[ 48.851852 611.7531  ],[ 50.668713 610.7546  ],[ 49.93714 611.7029 ],[ 50.10857 606.6171 ],[ 38.66337 589.1881 ],[ 48.811966 579.094   ],[ 42.166668 579.6961  ],,[ 42.943398 577.9245  ],[ 40.367924 584.0283  ],[ 41.185566 598.567   ],[ 31.929577 603.6479  ],[ 47.411766 598.25    ],[ 54.14027 606.7692 ],[ 49.714912 610.1667  ],[ 53.879463 608.13837 ],[ 57.613045 606.3565  ],[ 53.598328 603.9456  ],[ 49.564102 604.2778  ],[ 53.675106 605.5485  ],[ 48.632034 604.2857  ],[ 51.451756 602.5044  ],[ 55.38261 599.1044 ],[ 54.6    601.4868],[ 52.983402 599.8714  ],[ 52.71678 602.97205],[ 54.063602 601.3251  ],[ 57.205673 604.7943  ],[ 60.333332 601.0196  ],[ 62.66346 595.5769 ]
17,,,,,,,,,,,,,,,[137.03703 174.05556],[137.43225 171.47096],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,[156.37209 196.03488],[161.65834 193.90834],[162.464 200.336],[144.03159 202.53683],,,,,,,,,,,,,,,,[156.8421  196.85088],,,,,[162.69853 191.02206],[161.05182 188.75647],,[169.79375 187.28125],[172.12791 182.44186],[180.66667 181.54321],[179.11874 171.6625 ],[179.51176 180.25294],[173.88637 178.50568],[185.8211  182.08257],[171.69406 173.95891],[174.48996 174.8755 ],[176.61111 167.25926],[177.76033 180.6529 ],[170.85338 187.78947],[169.     182.7027],[155.02061 189.97939],,[159.9125 191.25  ],[159.50781 183.14062],[168.45967 180.6129 ],[160.0678 177.5339],[166.67188 176.13281],[173.75183 181.54015],[165.65892 181.84496],[171.01587 181.5238 ],[170.52344 181.13281],[169.55646 179.09677],[164.27737 187.38686],[169.39041 184.89726],[165.29453 182.95891],[173.93814 189.84537],,,[180.25    193.11111],,[187.58163 195.16837],[204.24817 195.22627],[208.96992 188.74435],[203.48334 182.     ],[202.93163 183.33333],[199.24348 176.65218],[195.20833 176.51042],[200.3 175.8],[194.95454 175.31818],[201.68594 179.32231],[206.48413 182.55556],[206.57143 183.72223],[200.92207 186.57143],[201.4 188. ],[202.58504 185.48299],[205.69064 187.33813],[200.2922 184.7922],[201.60123 179.18405]
19,,,,,,,,,,,,,,,,[441.0696 162.8481],[434.68787 171.75723],[438.26105 189.88052],,,,,,,,,,,,[434.68    181.80571],[447.35672 175.7076 ],[436.79755 175.3865 ],[442.42938 171.82486],[434.48236 179.57648],,,,,[432.27438 180.92683],,,,[423.18643 164.8531 ],[433.59564 163.87431],,,[425.07303 161.92134],[437.59445 163.05   ],[431.73657 164.18817],[432.0306  166.69897],[431.46857 165.04   ],[435.34103 167.09827],[431.18182 170.89697],[429.21893 165.64497],[424.92    165.12572],[422.92392 164.59782],[430.97284 168.67935],[429.5224  171.43283],[438.9924 164.3595],[428.98068 170.21255],[436.0402 164.    ],[445.53024 160.86476],[437.4633  163.24858],[441.96793 171.08022],[440.2    168.0389],[445.90182 160.27637],[434.22485 166.76984],[442.90323 164.16716],[438.74808 163.61697],[435.62177 177.43005],,,[427.7626  182.21582],,,,,[444.5141  179.38733],[447.3816  182.21053],[443.89334 183.10667],,[451.62744 185.07843],,,,,,,,,,
20,,,,,,,,,,,,,,,,,[134.20987 183.97531],[137.77391 196.0087 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,[128.46739 178.     ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,[  1.2631578 666.4737   ],,,,,,,,,,,,,[  0.85 654.2 ],,[3.3333334e-01 6.5750000e+02],[3.846154e-01 6.556923e+02],,,,,[  1.5  657.28],,,,[  5.4308944 658.53656  ],[ 14.542987 657.80994 ],[  8.563492 648.63495 ],[  5.8230767 659.10767  ],[  4.4276314 660.7895   ],[ 11.375 660.65 ],[  9.145228 660.3486  ],[  5.8364778 662.3522   ],[  4.035714 660.3214  ],[  6.9346404 661.8497   ],[  3.8614457 663.3554   ],[  6.3493977 662.3976   ],[  7.938889 660.49445 ],[  4.1666665 662.37256  ],[  9.127451 664.7304  ],[  6.2371793 667.11536  ],[ 13.25   662.7245],[  3.97 649.9 ],[  1.  656.5],[  2.9069767 661.0349   ],[ 12.673004 659.962   ],[ 10.109243 662.61346 ],[  7.2083335 663.5917   ],[  6.792 660.176],[  4.037037 654.4722  ],[  6.9444447 664.60315  ],[ 15.545455 660.2727  ],[ 17.5     673.87805],[  7.3070865 675.80316  ],[  5.185567 677.433   ],[  4.9411764 677.12604  ],[  4.6614585 667.5      ],[  0.  659.5],,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,[ 43.65285 627.0622 ],[ 34.31496 640.9134 ],[ 36.77551 644.0612 ],,,,,,,,,,,,,,[ 38.889908 626.37616 ],,[ 46.285713 635.9524  ],[ 44.0375 632.3375],[ 40.605263 636.75    ],[ 40.53521 629.44366],[ 35.723682 625.6316  ],[ 48.35514 624.1028 ],[ 41.17021 630.3511 ],[ 33.689655 629.87354 ],[ 43.426968 628.9101  ],[ 43.923077 621.3516  ],,[ 34.3    630.7375],[ 46.20482 632.19275],[ 38.60215 632.3656 ],[ 38.614582 632.2708  ],[ 37.091743 626.63306 ],[ 41.03846 626.5961 ],[ 36.88393 633.5179 ],[ 38.137257 632.902   ],[ 34.41573 634.19104],[ 31.482906 641.7094  ],[ 39.564854 643.35144 ],[ 42.95946 633.9459 ],[ 52.168 640.804],[ 60.2875 648.1125],[ 68.754715 646.5472  ],[ 75.39167 650.49164],[ 67.745766 648.5593  ],[ 72.879036 646.4516  ],[ 74.02702 647.17114],[ 75.1371 645.129 ],[ 70.2649  641.66223],[ 79.9125 638.1188],[ 75.63971 627.3823 ],[ 81.935486 631.4355  ],[ 77.73292 623.45966],[ 73.69173 625.9023 ],[ 83.51219 635.20325],[ 80.52229 618.34393],[ 68.57647 610.67645],[ 75.045456 618.4805  ],[ 73.07784 621.503  ],[ 76.13219 621.15515],[ 78.78571 619.3052 ],[ 72.53237 618.3813 ],,[ 71.71918 619.50684],[ 66.22695 617.9078 ],[ 68.78788 616.7273 ],[ 75.62195 611.5569 ],[ 71.11009 617.5046 ],[ 69.73333 616.5917 ],[ 69.84694 617.0102 ],[ 67.330986 624.1338  ],,[ 74.147285 608.1318  ],[ 75.451614 606.9032  ]
24,,,,,,,,,,,,,,,,,,[167.47482 224.14389],[171.4106  200.95364],[177.9423  197.67308],[165.20149 204.20895],[171.34848 206.18939],[164.10596 219.49669],[171.56363 211.10303],[178.7284  209.17284],[189.67786 203.4161 ],[191.35803 202.53703],[197.44304 212.6962 ],[189.28395 201.03703],[185.17809 202.0822 ],[196.40384 198.64102],[187.39375 198.15625],[192.26582 196.48102],[169.70625 200.075  ],,,,[173.23685 186.38158],[172.44737 186.01053],[167.56572 179.22858],[182.10101 173.57576],[170.76521 173.48695],[161.80995 169.77827],[171.05333 174.76   ],[170.80899 164.94382],[169.3077 173.8042],[163.04724 169.93701],[176.42073 171.80487],[167.8172  161.17204],[170.0625  160.71875],[168.9327  158.99039],[173.71579 157.08421],[169.6842  163.85263],[167.65686 161.4804 ],[162.      163.55103],[160.90721 164.75258],[161.65958 159.81915],[159.90909 164.76137],,[164.11711 158.54955],,,,,,,,,[169.33018 164.90565],,[169.46428 176.04286],[166.15973 179.1875 ],[166.49101 191.76048],[175.32298 169.75777],[162.66847 162.17935],[165.69026 167.37169],[164.97675 169.46512],[167.17911 169.19403],[179.57143 171.27618],[175.76576 165.73874],[172.88991 165.59633],[176.87962 167.55556],[170.66347 169.91347],[175.62617 169.20561],[178.39423 169.61539],[178.51485 169.69307],[176.46552 172.25862],[177.40909 173.70909],[178.52678 172.58035],[181.44508 170.0867 ],[185.82278 154.67088],[188.79797 146.9495 ]
25,,,,,,,,,,,,,,,,,,[485.70297 126.47525],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[489.04  128.685],,,[488.33685 115.58421],,,[488.77402  94.53672],[490.3918   100.011696],[494.17126  100.640884],[495.76443   97.297775],[488.97574  94.81554],[486.55914  95.7043 ],[491.17307  98.84615],[484.25     99.86275],[489.0863   98.90863],[491.5339  100.06356],[492.3458  101.88318],[490.64532 102.60098],[490.46902  106.004425],[491.43137 103.89706],[495.19473 105.2    ],[489.95813 104.32984],[492.28986 100.37198]
26,,,,,,,,,,,,,,,,,,,[  2.815126 638.9748  ],[  4.148148 637.2074  ],,[  0.  640.5],,,,[  3.6043956 635.989    ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
