,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
1,"[0.         1.1103342  0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.34135184 0.         0.         0.
 0.88181263 0.6784272  0.24246335 0.         0.         0.
 0.         0.6967292  1.3941518  0.         0.         0.
 0.54458314 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02959254 0.         0.         0.
 0.         1.4367257  0.         0.         0.         1.6576903
 0.         0.         0.         0.        ]","[0.         0.03365026 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.50061035 0.         0.         0.
 0.         0.7675619  0.         0.         0.36397627 0.
 0.         0.         0.7340496  0.3504606  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         1.3616966  0.         0.
 0.00219807 0.         0.         0.         0.         0.
 0.         0.         0.15417218 0.         0.         0.
 0.         0.         0.         0.04344603 0.         1.0315324
 0.         0.         0.         0.16326153]","[0.         0.74069184 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.09747863 0.         0.         0.
 0.46074283 0.45287153 0.40906477 0.         0.         0.
 0.         0.         0.97827756 0.         0.         0.
 0.67876637 0.         0.         0.         0.         0.
 0.         0.         0.         0.12554373 0.         0.
 0.         0.         0.13168296 0.         0.         0.
 0.         0.         0.4837617  0.         0.         0.
 0.08701    1.1035466  0.         0.         0.         1.569554
 0.         0.         0.         0.        ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"[0.         0.6429101  0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.44494954 0.         0.         0.
 0.34425932 0.759163   0.16378635 0.         0.02290976 0.
 0.         0.         1.124756   0.03956133 0.         0.
 0.18900156 0.         0.         0.         0.         0.
 0.         0.         0.         0.39647368 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.13649908 0.         0.         0.
 0.         0.7316277  0.         0.         0.         1.4730949
 0.         0.         0.         0.05797932]",,"[0.         0.05628476 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.18193635 0.         0.         0.
 0.         0.48589662 0.20949131 0.         0.11055087 0.
 0.         0.         0.5457604  0.12746581 0.         0.
 0.10567614 0.         0.         0.         0.         0.
 0.         0.         0.         1.2636002  0.         0.
 0.         0.         0.04150441 0.         0.         0.
 0.         0.         0.5344442  0.         0.         0.
 0.28088802 0.08468904 0.         0.3724196  0.         1.1242957
 0.         0.         0.         0.        ]",,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.09703934 0.         0.         0.
 0.         0.34837255 0.04181978 0.         0.38272503 0.
 0.         0.         0.22363068 0.4400516  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         1.7529603  0.         0.
 0.         0.         0.10841298 0.         0.         0.
 0.         0.         0.54655576 0.         0.         0.
 0.48435682 0.         0.         0.6592403  0.         0.6554489
 0.         0.         0.         0.        ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,"[0.         1.1082776  0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.09334689 0.         0.         0.
 0.8860261  0.4585432  0.43141955 0.         0.         0.
 0.         0.4998129  1.245208   0.         0.         0.
 0.8620075  0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.09390175 0.         0.         0.
 0.         0.         0.3136221  0.         0.         0.
 0.         1.5936787  0.         0.         0.         1.7233437
 0.         0.         0.         0.        ]",,,,,,,,,,,,,,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.11188546 0.07663289 0.         0.34301144 0.
 0.         0.         0.         0.44705167 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.08882657 1.8065784  0.         0.22715636
 0.         0.         0.3616036  0.         0.         0.
 0.         0.         0.8274865  0.         0.         0.
 0.72510594 0.         0.         0.9253325  0.         0.3820653
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.09139872 0.         0.         0.
 0.         0.298897   0.         0.         0.76989764 0.
 0.         0.         0.04612106 0.9664947  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         2.1039004  0.         0.00288662
 0.         0.         0.03757641 0.         0.         0.
 0.         0.         0.2807863  0.         0.         0.
 0.53827125 0.         0.         0.72755367 0.         0.16231135
 0.         0.         0.         0.01110682]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.06502354 0.15321526 0.         0.23343505 0.
 0.         0.         0.         0.30990845 0.         0.
 0.14377263 0.         0.         0.         0.         0.
 0.         0.         0.1189864  1.7151414  0.         0.27377105
 0.         0.         0.44709948 0.         0.         0.
 0.         0.         0.94874895 0.         0.         0.
 0.7670508  0.         0.         0.95453507 0.         0.4403743
 0.         0.         0.         0.        ]",,,"[0.         0.19296275 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.23135021 0.         0.         0.
 0.         0.5442318  0.23576468 0.         0.06797445 0.
 0.         0.         0.67631805 0.07204026 0.         0.
 0.14925286 0.         0.         0.         0.         0.
 0.         0.         0.         1.070219   0.         0.
 0.         0.         0.015522   0.         0.         0.
 0.         0.         0.46868464 0.         0.         0.
 0.1902017  0.23296508 0.         0.2434961  0.         1.2502848
 0.         0.         0.         0.00682518]",,,,,,,,,,,,,,,,"[0.         0.51585615 0.         0.         0.         0.15563834
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.0907326  0.5275299  0.         0.         0.
 0.         0.         0.53873396 0.         0.         0.
 1.0088078  0.         0.         0.         0.         0.
 0.         0.         0.03457439 0.31305346 0.         0.
 0.         0.         0.6056342  0.         0.         0.
 0.         0.         0.99467516 0.         0.         0.
 0.5279667  0.88592887 0.         0.3828811  0.         1.2721628
 0.         0.         0.         0.        ]",,,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.05057931 0.         0.         0.
 0.         0.29439828 0.04979143 0.         0.37406522 0.
 0.         0.         0.15144645 0.4445047  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00682458 1.7663627  0.         0.
 0.         0.         0.16753742 0.         0.         0.
 0.         0.         0.623775   0.         0.         0.
 0.54020655 0.         0.         0.734003   0.         0.59730446
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.07395461 0.         0.         0.
 0.         0.3105527  0.         0.         0.48453927 0.
 0.         0.         0.14262322 0.57932574 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         1.8418517  0.         0.
 0.         0.         0.13669634 0.         0.         0.
 0.         0.         0.5136591  0.         0.         0.
 0.5387129  0.         0.         0.71672755 0.         0.5091603
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00795263 0.         0.         0.
 0.         0.23372546 0.         0.         0.49180442 0.
 0.         0.         0.04251269 0.6037946  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.0219796  1.8802439  0.         0.07141845
 0.         0.         0.21307483 0.         0.         0.
 0.         0.         0.5878602  0.         0.         0.
 0.61798894 0.         0.         0.80246806 0.         0.4024347
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.05016914 0.         0.         0.
 0.         0.29846147 0.08464199 0.         0.32443023 0.
 0.         0.         0.1718195  0.37794045 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.01111564 1.7128576  0.         0.
 0.         0.         0.18030906 0.         0.         0.
 0.         0.         0.65717757 0.         0.         0.
 0.5329352  0.         0.         0.72519267 0.         0.6617832
 0.         0.         0.         0.        ]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.9631944e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.0364451e-01
 3.8886249e-02 0.0000000e+00 3.9331400e-01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 1.5931509e-01 4.6674815e-01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 9.3153119e-04 1.7720046e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.5913674e-01
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 5.9343874e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.3465003e-01
 0.0000000e+00 0.0000000e+00 7.2121221e-01 0.0000000e+00 5.9324962e-01
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.11959466 0.         0.         0.
 0.         0.38121554 0.08436    0.         0.31663132 0.
 0.         0.         0.27964187 0.35026026 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         1.6499612  0.         0.
 0.         0.         0.09829077 0.         0.         0.
 0.         0.         0.567467   0.         0.         0.
 0.44448918 0.         0.         0.62277955 0.         0.7709056
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.12991157 0.09736165 0.         0.3158555  0.
 0.         0.         0.         0.3977715  0.         0.
 0.02388921 0.         0.         0.         0.         0.
 0.         0.         0.0828898  1.7746829  0.         0.1958762
 0.         0.         0.35492447 0.         0.         0.
 0.         0.         0.8313376  0.         0.         0.
 0.7052087  0.         0.         0.8969417  0.         0.44409227
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.15998289 0.15508768 0.         0.2343443  0.
 0.         0.         0.03445645 0.27577674 0.         0.
 0.11027402 0.         0.         0.         0.         0.
 0.         0.         0.0768652  1.680874   0.         0.13430612
 0.         0.         0.35553834 0.         0.         0.
 0.         0.         0.8572302  0.         0.         0.
 0.6701812  0.         0.         0.8460476  0.         0.5868671
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.0150409  0.2338494  0.         0.11029148 0.
 0.         0.         0.         0.16157526 0.         0.
 0.3059144  0.         0.         0.         0.         0.
 0.         0.         0.15138707 1.6037207  0.         0.33023733
 0.         0.         0.53773236 0.         0.         0.
 0.         0.         1.0709798  0.         0.         0.
 0.80992657 0.         0.         0.9829925  0.         0.50104165
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.02988735 0.1049228  0.         0.29806837 0.
 0.         0.         0.         0.4086705  0.         0.
 0.07034245 0.         0.         0.         0.         0.
 0.         0.         0.12690938 1.7925379  0.         0.33504903
 0.         0.         0.46443078 0.         0.         0.
 0.         0.         0.9243648  0.         0.         0.
 0.81143755 0.         0.         0.99882203 0.         0.30685765
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.06248012 0.08449206 0.         0.33819574 0.
 0.         0.         0.         0.4434996  0.         0.
 0.01943901 0.         0.         0.         0.         0.
 0.         0.         0.10832793 1.8103639  0.         0.29073936
 0.         0.         0.42706016 0.         0.         0.
 0.         0.         0.8603051  0.         0.         0.
 0.7811541  0.         0.         0.9544645  0.         0.3252889
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.206776   0.03217196 0.         0.41529414 0.
 0.         0.         0.03429866 0.49937537 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.03566897 1.8337003  0.         0.09826703
 0.         0.         0.25866857 0.         0.         0.
 0.         0.         0.66827965 0.         0.         0.
 0.6364612  0.         0.         0.80922085 0.         0.4512816
 0.         0.         0.         0.        ]",,,,,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.1554986  0.04372072 0.         0.39339042 0.
 0.         0.         0.         0.494871   0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.06365001 1.8326195  0.         0.16905059
 0.         0.         0.31234226 0.         0.         0.
 0.         0.         0.73887074 0.         0.         0.
 0.68930584 0.         0.         0.8743771  0.         0.39715147
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.01674461 0.20397389 0.         0.1491782  0.
 0.         0.         0.         0.22275212 0.         0.
 0.2569847  0.         0.         0.         0.         0.
 0.         0.         0.15045723 1.6514938  0.         0.34369332
 0.         0.         0.5167806  0.         0.         0.
 0.         0.         1.051567   0.         0.         0.
 0.811353   0.         0.         0.9965312  0.         0.44745362
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.03650913 0.09836659 0.         0.3052877  0.
 0.         0.         0.         0.42420545 0.         0.
 0.06159323 0.         0.         0.         0.         0.
 0.         0.         0.12494874 1.7925135  0.         0.32768148
 0.         0.         0.45080063 0.         0.         0.
 0.         0.         0.91711426 0.         0.         0.
 0.80322105 0.         0.         1.001724   0.         0.30954164
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.11862513 0.02785239 0.         0.4173192  0.
 0.         0.         0.         0.53996474 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.07874346 1.8681942  0.         0.22805955
 0.         0.         0.33704153 0.         0.         0.
 0.         0.         0.7611265  0.         0.         0.
 0.7256215  0.         0.         0.9207522  0.         0.3123858
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.06537893 0.18701446 0.         0.18504976 0.
 0.         0.         0.         0.24581197 0.         0.
 0.20731026 0.         0.         0.         0.         0.
 0.         0.         0.12457958 1.6527059  0.         0.26414603
 0.         0.         0.46675763 0.         0.         0.
 0.         0.         0.9774051  0.         0.         0.
 0.76472765 0.         0.         0.9443595  0.         0.5075471
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.04974073 0.16523892 0.         0.20724529 0.
 0.         0.         0.         0.2927275  0.         0.
 0.17808324 0.         0.         0.         0.         0.
 0.         0.         0.13082916 1.6955943  0.         0.29937822
 0.         0.         0.4656289  0.         0.         0.
 0.         0.         0.9816015  0.         0.         0.
 0.78189915 0.         0.         0.9780815  0.         0.4389614
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.16812739 0.         0.19107862 0.
 0.         0.         0.         0.29712886 0.         0.
 0.21581018 0.         0.         0.         0.         0.
 0.         0.         0.16539171 1.7062168  0.         0.41636598
 0.         0.         0.5519525  0.         0.         0.
 0.         0.         1.0619397  0.         0.         0.
 0.8644504  0.         0.         1.0653262  0.         0.32213038
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.08445248 0.12391403 0.         0.27638948 0.
 0.         0.         0.         0.36267078 0.         0.
 0.08989835 0.         0.         0.         0.         0.
 0.         0.         0.10722104 1.744985   0.         0.25487864
 0.         0.         0.41483864 0.         0.         0.
 0.         0.         0.8980093  0.         0.         0.
 0.7507587  0.         0.         0.9384282  0.         0.42459315
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.21275595 0.01810235 0.         0.42481965 0.
 0.         0.         0.03182594 0.529417   0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.03636223 1.844811   0.         0.09557267
 0.         0.         0.23717001 0.         0.         0.
 0.         0.         0.6639334  0.         0.         0.
 0.6271818  0.         0.         0.8255284  0.         0.43506426
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.01464602 0.         0.         0.
 0.         0.25488058 0.05659145 0.         0.36773753 0.
 0.         0.         0.10427545 0.4437169  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02389789 1.7734004  0.         0.028102
 0.         0.         0.2129803  0.         0.         0.
 0.         0.         0.6662979  0.         0.         0.
 0.5812936  0.         0.         0.77436256 0.         0.55727875
 0.         0.         0.         0.        ]",,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.08169246 0.         0.         0.
 0.         0.3286843  0.04224488 0.         0.38536423 0.
 0.         0.         0.19192259 0.45398593 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         1.7508994  0.         0.
 0.         0.         0.13522583 0.         0.         0.
 0.         0.         0.5740069  0.         0.         0.
 0.50801945 0.         0.         0.69585603 0.         0.63192725
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.20636892 0.         0.1319258  0.
 0.         0.         0.         0.22582212 0.         0.
 0.28626567 0.         0.         0.         0.         0.
 0.         0.         0.17556962 1.6501178  0.         0.42235732
 0.         0.         0.57910323 0.         0.         0.
 0.         0.         1.1089647  0.         0.         0.
 0.87151796 0.         0.         1.0674517  0.         0.37034273
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.14805365 0.1687803  0.         0.20587482 0.
 0.         0.         0.01962562 0.25902593 0.         0.
 0.14943469 0.         0.         0.         0.         0.
 0.         0.         0.08988777 1.6555806  0.         0.16106124
 0.         0.         0.37046084 0.         0.         0.
 0.         0.         0.8901689  0.         0.         0.
 0.681315   0.         0.         0.8638311  0.         0.5899111
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.06975669 0.12598103 0.         0.26923007 0.
 0.         0.         0.         0.36313626 0.         0.
 0.09970793 0.         0.         0.         0.         0.
 0.         0.         0.1147069  1.7432228  0.         0.27197427
 0.         0.         0.4298238  0.         0.         0.
 0.         0.         0.916108   0.         0.         0.
 0.765497   0.         0.         0.959145   0.         0.40893054
 0.         0.         0.         0.        ]",,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.17880538 0.         0.17841835 0.
 0.         0.         0.         0.27598017 0.         0.
 0.2306543  0.         0.         0.         0.         0.
 0.         0.         0.16379794 1.6956142  0.         0.40964013
 0.         0.         0.5498949  0.         0.         0.
 0.         0.         1.0680918  0.         0.         0.
 0.85655564 0.         0.         1.0551056  0.         0.34413642
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.01284817 0.         0.         0.
 0.         0.26191142 0.12316138 0.         0.27055115 0.
 0.         0.         0.14297427 0.314791   0.         0.
 0.02246183 0.         0.         0.         0.         0.
 0.         0.         0.03442168 1.6743217  0.         0.00584401
 0.         0.         0.23613289 0.         0.         0.
 0.         0.         0.7345756  0.         0.         0.
 0.5690962  0.         0.         0.7565142  0.         0.67400205
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.1522175  0.09835145 0.         0.31091234 0.
 0.         0.         0.         0.39050636 0.         0.
 0.02274448 0.         0.         0.         0.         0.
 0.         0.         0.07427555 1.7589383  0.         0.16455851
 0.         0.         0.3323376  0.         0.         0.
 0.         0.         0.8144213  0.         0.         0.
 0.6814919  0.         0.         0.8783482  0.         0.48244727
 0.         0.         0.         0.        ]",,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00764164 0.         0.         0.
 0.         0.25565574 0.11210546 0.         0.28632385 0.
 0.         0.         0.13160376 0.33578122 0.         0.
 0.00632048 0.         0.         0.         0.         0.
 0.         0.         0.03187919 1.6929101  0.         0.01503624
 0.         0.         0.237124   0.         0.         0.
 0.         0.         0.7245337  0.         0.         0.
 0.57334673 0.         0.         0.76333517 0.         0.6524557
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.127448   0.         0.         0.
 0.         0.3897883  0.06993356 0.         0.33248544 0.
 0.         0.         0.28213257 0.37460274 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         1.6678016  0.         0.
 0.         0.         0.07849249 0.         0.         0.
 0.         0.         0.5455841  0.         0.         0.
 0.4343593  0.         0.         0.6178192  0.         0.75506806
 0.         0.         0.         0.        ]",,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.19609746 0.         0.         0.
 0.         0.4594482  0.0112808  0.         0.4085884  0.
 0.         0.         0.3415599  0.46275127 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         1.6965698  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.40625146 0.         0.         0.
 0.36851656 0.         0.         0.5324293  0.         0.7379409
 0.         0.         0.         0.03703707]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.20445278 0.11753753 0.         0.28851748 0.
 0.         0.         0.07837488 0.33787555 0.         0.
 0.03116289 0.         0.         0.         0.         0.
 0.         0.         0.05528393 1.6990232  0.         0.07484712
 0.         0.         0.30063662 0.         0.         0.
 0.         0.         0.7707243  0.         0.         0.
 0.63187224 0.         0.         0.80860674 0.         0.5993673
 0.         0.         0.         0.        ]","[0.         0.08331444 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.18185505 0.         0.         0.
 0.         0.49010184 0.21869946 0.         0.0990226  0.
 0.         0.         0.5565971  0.10626215 0.         0.
 0.12782049 0.         0.         0.         0.         0.
 0.         0.         0.         1.2208663  0.         0.
 0.         0.         0.03882071 0.         0.         0.
 0.         0.         0.5318229  0.         0.         0.
 0.27240252 0.11016414 0.         0.35663778 0.         1.1409947
 0.         0.         0.         0.        ]","[0.         0.06959417 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.2263532  0.         0.         0.
 0.         0.533249   0.1844748  0.         0.1357822  0.
 0.         0.         0.5796519  0.13982183 0.         0.
 0.05767354 0.         0.         0.         0.         0.
 0.         0.         0.         1.2564456  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.47748122 0.         0.         0.
 0.23033333 0.06650053 0.         0.31549692 0.         1.1315854
 0.         0.         0.         0.01697505]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.1240572  0.         0.         0.
 0.         0.37578258 0.02225104 0.         0.41397136 0.
 0.         0.         0.24410199 0.47486988 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         1.7477328  0.         0.
 0.         0.         0.07982326 0.         0.         0.
 0.         0.         0.49858847 0.         0.         0.
 0.4624738  0.         0.         0.6309194  0.         0.6554102
 0.         0.         0.         0.00334325]",,,,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.03518894 0.         0.         0.
 0.         0.28404966 0.09349126 0.         0.31656694 0.
 0.         0.         0.16230644 0.36140633 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.01608041 1.7044492  0.         0.
 0.         0.         0.2036033  0.         0.         0.
 0.         0.         0.6731653  0.         0.         0.
 0.54922277 0.         0.         0.7268474  0.         0.66191626
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.15297028 0.         0.         0.
 0.         0.42939177 0.12384909 0.         0.24737859 0.
 0.         0.         0.36146122 0.2555323  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         1.5525964  0.         0.
 0.         0.         0.05857033 0.         0.         0.
 0.         0.         0.5544139  0.         0.         0.
 0.38289565 0.         0.         0.5491532  0.         0.89259565
 0.         0.         0.         0.        ]"
