,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[505.13678 687.5425 ],,,,,[510.0198  686.91583],[504.88095 680.9464 ],,,,,,,,,[516.48334 674.36664],[516.875  674.8929],,[518.4762 672.2381],[515.38556 677.78314],[515.6625 672.7125],[513.74445 672.05554],[512.37634 671.3871 ],[516.4219  672.28125],[515.27905 675.1977 ],,[515.1828  669.72046],[518.65 669.65],,[517.12646 672.71265],[518.3     671.23334],[516.35 670.69],,[517.0847  667.54236],[515.7475  669.63635],[512.28186 669.75836],[495.06165 675.7192 ],,[502.57858 659.79285],[492.8554 661.8675],,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[488.49622 680.24243],[483.1496  669.65356],[483.87704 672.4426 ],[484.50894 666.125  ],[481.64584 671.6458 ],[473.5102  680.43536],[466.79053 676.16895],,,,,,,,,,[477.09326 670.70984],[477.02274 663.5455 ],[480.5814 667.6221],[490.26505 673.8795 ],[487.77698 668.6907 ],[487.0408 673.0714],[483.0708  672.09735],[479.4375 669.0125],[474.83334 661.7    ],[480.69717 668.35913],[475.74725 659.5604 ],,,[479.27026 668.36487],,[484.08994 670.0053 ],[486.86325 666.8632 ],[478.73157 672.13684],[484.91428 667.7543 ],,[485.45764 667.6949 ],,,,,,[478. 669.],[480.55396 671.777  ],[483.7073  670.54474],[489.26773 671.04724],[483.6748 667.8374],[481.7944  668.57947],[485.789  670.4679],,[485.7438 672.5868],[487.88635 669.9091 ],[486.888 670.056],[485.1842 670.3509],[482.6012 667.4167],[481.73685 665.4803 ],[484.02423 665.7879 ],[478.2619 664.8333],
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 92.29412 373.73264],,,,,,[ 85.461075 385.37125 ],[ 81.60355 388.82248],[ 73.339745 388.97437 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[108.01961 365.049  ],[111.13131 369.76767],[111.05769 363.51923],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[515.16516 669.7706 ],[512.2817 662.1338],[511.38824 658.33527],[506.1202 661.7213],[518.1667 659.5   ],,,,[515.9897  659.58765],[515.64514 669.46234],[518.2857 664.8571],[517.8929 665.4286],[517.44183 661.67444],[519. 664.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[500.01068 666.9893 ],[500.52222 663.2    ],,,[498.72092 662.3023 ],[506.04315 657.92084],,[505.1081 663.1802],,[509.13287 660.95105],[501.4524  663.98413],[502.37607 664.5641 ],[503.28946 662.9737 ],[507.85123 665.9339 ],[517.21277 663.117  ],[517.9167 664.125 ],[516.6229 663.5082],[515.6923 663.4872],[518.6667 663.6667],[517.8333 666.0417],[518.7 671.7],[518.1905 661.    ],,[517.2075 661.717 ],,,,[515.92706 664.65625],[517.7941 653.9706],,[517.9091  663.63635],[518.4 648.5],,,[517.8823 646.5   ],,[517.9655 649.7931],,,,,,[519. 657.],,[518.3333 658.6667],,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[132.01282 341.7436 ],[132.15054 344.8817 ],[131.20409 340.32654],,,,,,,,,,[136.46428 337.8125 ],[137.15126 337.90756],[148.10577 338.25   ],[130.1    335.3231],,,,[136.3271  334.47662],,,[143.65834 332.91666],[144.95901 333.959  ],[139.54782 333.6174 ],[141.95364 331.7947 ],[136.10852 338.94574],[138.57639 335.8611 ],[139.05095 335.70062],[147.0168  356.31934],,,[142.41975 357.32098],,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[139.50926 337.00925],[140.81651 341.3945 ],[141.58621 335.89655],,,,,,,,,[141.875  325.9479],[145.41985 330.07632],[142.13432 326.5597 ],[142.95    327.15833],[134.30646 326.0403 ],[138.93782 331.08807],[139.86911 334.2356 ],[146.9855  327.89856],[141.02678 326.2857 ],[146.83871 329.48386],[152.10744 333.52893],,[149.55357 324.66965],[147.45218 326.2    ],[147.31305 321.54782],[143.63393 330.92856],[147.96552 330.11206],[144.912 326.144],,[140.97386 332.8889 ],[139.61111 336.92593],[136.71844 350.31067],[137.10527 334.29474],[138.54794 326.67123],[138.59494 325.81012],[138.2449  330.79593],[150.33333 338.91306],[153.93478 337.36957],[146.93388 326.86777],[145.59525 326.94446],[150.78294 326.06976],[145.73044 326.46957],[150.41803 326.64755],[149.62596 325.2748 ],[150.34677 324.48386],[150.7069 326.5   ],[151.23967 326.6033 ],[151.696 325.912],[155.176 328.64 ],[149.768 328.248],[151.7742 323.9758]
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[512.47 627.74],[513.36523 631.06085],[510.33026 628.7064 ],[512.1205 631.9518],[505.40588 630.2    ],,[508.26703 629.37695],,[507.9829  631.34186],[502.76828 638.5305 ],[495.6383 647.3936],[503.29333 631.18665],[497.68234 632.38824],[502.46957 640.0348 ],,[497.20154 638.7752 ],[494.59482 650.2155 ],[487.4336 660.2141],[482.56976 659.77905],[488.94095 653.07874],[483.6129  656.62366],[486.66354 660.4953 ],[476.2549 660.1863],[480.07526 659.53766],[476.5849 658.6415],[476.97437 654.9949 ],[472.0102  660.09186],[475.56482 655.9167 ],[467.76416 653.98114],[469.8356  661.50684],[467.5104  650.40625],[473.22958 648.2347 ],[482.88614 655.5248 ],[477.00775 643.07367],[475.3     626.83636],[475.7738 632.7976],[474.93683 637.3684 ],[477.96 636.8 ],,[483.09787 643.2043 ],[483.94778 645.32935],[487.37943 648.7482 ],[480.9965  649.60913],[487.04166 649.3958 ],[491.24155 650.07245],[491.2299 650.7988],[488.56842 650.88947],[488.50943 651.3679 ],[488.34885 652.32556],[490.4619 653.8731],[487.24103 653.5436 ],[488.08408 646.9248 ]
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[482.9881    12.773809],,,,,,,,,,[491.21368   12.341881],[494.08548   10.717949],[487.76923    6.230769],[484.62698   10.087301],,,,[490.0182    11.872727],,,,,,,,,,,,,,,,,,,,,,,,,,,[493.08163   11.112245],[492.54544   11.121212],,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[497.5 703. ],[504.   702.75],[504.5246 698.5328],,[497.     702.6429],,,,,,,,,,,,,,[500.2857 702.5   ],,,,,,,,,,,,,,,,,,,,,,,[493.75   701.3542],[500.     701.4318],,,[495.5 703. ],,,[493.5    702.2143],[498.46667 699.9619 ]
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[519. 668.],[513.5785  666.05786],[513.1382  659.70734],[512.629  670.7984],[506.46915 669.9259 ],,[509.48334 670.75   ],[508.541   672.81146],[511.66312 671.67377],[512.8091 673.5091],[507.25   677.0741],[507.95328 671.72894],[505.3784 671.1802],,[506.7256  662.33954],[508.48624 668.9358 ],[515.5213  663.92554],[507.75806 662.2984 ],[515.1238 657.3905],[513.2439 651.8293],[512.85614 659.2192 ],[514.0379 659.9394],[510.53192 660.40424],[509.33823 656.8897 ],[503.5814  663.05426],,[504.44775 659.63434],[501.9635 657.9562],[494.1069 645.5723],[489.78107 645.3373 ],[499.23386 643.629  ],[497.2345 641.5931],[498.93167 651.40375],[499.92307 646.5266 ],[498.05618 648.14044],[500.24225 647.6149 ],[503.95123 647.10364],[506.51428 659.6786 ],[504.79413 660.7573 ],[509.37405 662.2061 ],[503.09924 659.98474],[505.60284 659.6312 ],[509.09677 660.32904],[509.9408 660.8092],[507.52307 660.53076],[505.6284  663.17566],[504.8227 663.3617],[505.84415 664.74023],[505.6857  662.25714],[506.94736 658.4211 ]
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[158.4881 331.2619],,[174.10088 329.92105],[168.70293 323.6318 ],,[169.9953 324.9202],,[155.56061 328.60605],[150.07692 332.0989 ],[145.1978  342.63736],[147.53465 339.34653],[156.02127 333.71277],,,,,,,,,,,,,,,,,,,[149.13179 322.6744 ],[142.05263 315.797  ],[150.41129 325.75806],[149.35156 328.64844],[142.3173  334.89423],[145.34616 333.76923],[141.12329 338.0548 ],[138.55714 338.67142],[149.26137 338.80682],[142.77632 338.92105],[146.66129 337.32257],,,,[148.69333 339.36   ],[148.51282 339.32053],[152.0548 342.0959],,[151.23944 335.50705]
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[167.6695  327.18643],[169.5303  312.65152],,,[171.03636 317.42728],,[169.46088 318.30435],[160.53781 319.32773],[150.71428 318.68253],,,,,,,,,[149.55463 319.4874 ],[155.1405  323.27274],[146.63637 323.     ],,,,,,,,[149.4031  326.12402],[147.41539 328.01538],[147.34883 344.94574],[136.60715 324.07144],[130.76923 320.96582],[142.87288 316.42374],,[150.51587 326.69843],[154.3806  325.12686],[136.12746 331.18628],[134.66982 330.86792],[141.64285 332.90817],[136.26414 332.57547],[139.58772 331.1228 ],[137.34822 329.33035],[138.42581 327.09677],[141.33664 326.9307 ],[142.31683 333.32672],[143.4     333.25882],[146.46535 336.39603],[142.2129 336.9355],[143.125  332.0096]
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[504.45773 587.44366],[510.2647 575.049 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[178.58621 309.4655 ],,,[180.44 318.17],,[174.51137 326.4659 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[503.4524 566.7976],,,,,,,,,,,,,,,,,,,,,[508.62894 582.90564],[509.7573 591.4563],[499.53397 591.0097 ],[495.20667 593.82   ],,[498.53845 591.5934 ],[495.87082 597.12085],[494.24603 611.65875],[499.81747 604.00793],[486.74243 595.6212 ],[496.71844 592.3301 ],[494.26605 595.62384],[493.5082  594.31146],[503.32758 591.     ],[503.07388 584.6798 ],[501.3641  583.68207],[502.64285 585.3095 ],[499.87766 581.95746],[506.35675 580.96216],[509.61658 582.30054],[508.453  586.6239],[507.2417  587.37915],[503.843   591.73553],[503.15045 591.69025],[504.34146 593.3577 ],[500.85217 593.5826 ],[502.453  588.4188]
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[507.63266 589.1531 ],[503.05554 583.1389 ],,[504.89908 589.0826 ],[505.67188 592.65625],[510.20224 601.68536],[509.86957 602.56525],[504.13727 607.84314],[504.789  600.1927],[505.77884 596.6058 ],[508.06796 594.37866],[513.2376 593.7624],[509.96362 590.07275],[510.75674 587.74774],[501.97116 583.6058 ],[510.88034 585.71796],[514.16345 591.71155],[506.3853 587.2844],[511.43268 587.4808 ],[510.6182 589.7   ],[500.97946 597.93835],[496.2245 590.7143],[497.16586 602.1561 ],[490.8532  603.47705],,[495.3155 606.1726],[492.1328 611.6172],[502.60495 602.8395 ],[503.6147  592.16516],[499.9786 578.4171],[506.26135 587.9318 ],[504.24445 589.54443],[504.9086 588.7688],[509.1045  585.01495],,,[509.09232 579.7077 ],,,,[514.8125 581.025 ],,[509.0625  583.73956],[507.53763 583.2688 ],[509.97803 584.95605],[505.37894 584.71576],[507.55554 579.41113]
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[511.46808 580.7341 ],[513.1604  579.48114],[516.5231 584.0615],[514.9462 586.2366],[515.561 592.   ],,,,,,,,,[516.9804 601.549 ],[513.0505 596.8687],[518.6923 591.1539],,[517.7838 589.3514],,,,,[517.02 589.28],[515.25287 585.89655],,,[517.4  576.65],[518.2727 592.5   ],[512.12714 592.28815],[514.8345  599.08276],[517.0857 606.0571],[518.     605.4286],[519.  601.5],,,[518.6 594.2],,[517.7027 590.7027],,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[518.2941  623.41174],,,,,,[517.8182 624.    ],,,[514.61536 626.0769 ],[507.90845 625.92957],[512.48 629.2 ],[515.66205 628.37933],[508.85217 624.95215],[511.52914 625.93274],,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[515.8143 606.9286],[515.9367 609.6962],[512.4636 614.7455],[511.67545 609.7632 ],[511.6371  607.69354],[511.96667 606.5833 ],[515.13 607.03],[513.629  603.3306],,,[513.35 619.15],[503.85   617.6583],[496.02142 614.4786 ],[499.2549  614.72546],[495.5    614.4627],[488.58646 623.7519 ],[490.8227  620.80853],[480.2883 618.2432],[490.4179  614.44775],[497.2375 622.475 ],[485.16406 624.58594],[482.7832 626.5524],[491.86047 624.81396],[490.01514 620.3561 ],[479.50406 614.93494],[487.6378  625.80316],[485.8102 630.1241],[489.75775 628.6273 ],[493.59604 628.0265 ],,,[492.18588 629.86536],[484.696 632.384],[490.6148 632.9778],[493.9853 631.2794],[494.45587 634.32355],[492.3101 634.3798],[485.86487 633.45044],[486.57346 634.74884],[488.08542 636.97485],[483.18784 636.20996],[485.40555 630.6278 ]
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[469.45883 654.7882 ],[467.52942 654.38824],[465.15344 655.9524 ],[460.9608  668.63727],[457.32825 672.01526],,[457.13794 667.5517 ],[464.12415 661.07587],[465.9932  660.86395],[456.73944 660.0211 ],[461.4733 656.8244],[457.38406 657.1957 ],[451.79617 650.34393],[446.23077 657.2692 ],[450.3767 655.1918],[441.27847 656.9747 ],[453.19278 654.60846],[439.16666 650.679  ],[448.31055 651.49066],[444.9124  665.18976],,[445.85245 647.8197 ],,[452.37878 652.6515 ],,,,,,,,,,,,,,[458.15384 651.53845],[457.85715 645.3333 ]
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[499.45  626.325],,[500.2935 629.4457],[506.90427 630.6383 ],[502.75894 632.25   ],[494.11322 632.48114],[485.2596 631.5192],[490.22952 630.9426 ],[496.12228 632.9214 ],[492.0164 627.4016],[494.52084 626.5347 ],[490.8513  630.97437],[492.23172 632.3415 ],[483.75208 633.2149 ],[491.1905 639.7738],[484.74808 639.9084 ],[493.33066 642.4274 ],[482.73636 636.3909 ],,,[475.5889 629.9667],[463.75824 624.38464],,[463.9363 636.1529],[465.5814 635.7093],[467.43115 636.91614],[462.56497 634.55365],[460.24243 637.1091 ],[465.07693 640.49115],[458.56708 640.6646 ],[464.1978 638.8681],[468.39758 636.5663 ],[467.79214 635.89325],[468.7097 640.1742],[461.63742 637.06433],[459.72067 634.80444],[460.31946 639.9722 ],[454.16306 638.2283 ],[454.9604 633.2871]
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[511.19177 686.68494],[511.88  684.696],[511.71527 682.5278 ],[514.5227 683.1477],[513.25   685.3929],,[514.5816 680.9388],,,,,,,[510.93707 673.1119 ],[510.3    660.7917],,[517.7805 661.2683],[515.04614 667.0615 ],[518.46155 662.     ],,[518.2143 664.5   ],[515.23285 669.23285],[517.0294  667.33826],[516.62024 669.4684 ],[517.19354 667.5    ],[518.875 666.   ],,,,,,,,[517.  666.5],[516.50604 669.1205 ],[516.9429  668.67145],[518.36365 671.8182 ],[516.40216 669.6413 ],
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[517.6923  682.46155],,,,,[517.9643 681.7857],,,,,,,[518.6 675.5],,,,,[518.5833 678.    ],[517.025 680.475],[519.  675.5],,,,[518.5833 682.    ],,,[519.  675.5],,,[516.8378  678.08105],,,,,,,,[519.  682.5],
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[489.49057 624.32074],[490.5    625.8077],[492.07602 621.731  ],[501.03973 622.4437 ],[497.46857 622.32574],[505.65143 618.7657 ],[496.48166 618.0459 ],[503.40952 612.43335],[511.9109 613.0495],[504.44617 605.2846 ],[505.5283 604.4434],[501.8547  603.61536],[496.04965 612.5177 ],[492.28217 604.0248 ],[494.78946 615.5263 ],[507.15698 617.48834],[516.81134 613.18866],[515.5294 611.9559],[517.76746 616.5814 ],,,[516.11365 618.63635],,,[509.95032 611.1553 ],[513.1729 607.4737],[508.2857 603.9328],[508.84784 604.7681 ],[513.45734 604.8837 ],[507.55646 605.871  ],[512.944 605.816],[514.9902 605.2451],[515.9551  607.57306],[514.8804 608.0598],[516.4667  609.85333],[517.2857  611.61224],[518.2778 615.2222],[515.47314 614.6882 ],[516.1667 609.4359]
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[480.61484 641.8304 ],[477.87698 642.3373 ],[476.23636 641.07275],[484.01224 642.2    ],[487.76288 638.     ],[482.20203 634.101  ],[473.76923 633.60254],[477.34482 637.0069 ],[483.08218 639.5    ],[484.01865 632.7267 ],[485.      630.87836],[479.8095 631.2109],[477.77026 628.2838 ],[472.4897 635.4382],[483.39325 630.1611 ],[475.85016 628.27686],[493.57144 632.0857 ],[500.50433 627.54785],[498.94116 629.125  ],[506.72354 632.5529 ],,,[505.81223 619.69867],[504.21622 618.1261 ],[505.38095 621.873  ],[509.59232 619.05383],[503.02325 616.78296],[502.6815 617.7111],[505.152 617.28 ],[500.064 616.84 ],[504.9918 616.9836],[509.29364 615.60315],[510.5345 617.6638],[508.83066 618.4355 ],[511.025   620.13336],[511.44547 619.62726],[515.3043 604.1449],[512.7647 603.7765],[514.88605 599.1899 ]
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[470.75   653.7895],[464.41464 648.0183 ],[476.2414  644.10345],[468.8231 642.5846],[466.17834 633.9618 ],[470.26382 631.47235],[473.6242 638.5669],[475.6842 638.8882],[471.169  638.7817],[468.07858 634.6429 ],[463.9931 643.0483],[465.6209  639.15686],[458.77026 637.8446 ],,[460.8421 634.1579],[466.6154 635.6374],[474.29654 638.53314],[464.18668 631.1067 ],[452.86667 625.1037 ],[465.08124 633.6875 ],[471.5    647.0161],[473.94354 646.3629 ],[478.14612 643.8447 ],[470.375 645.65 ],[470.53928 646.9372 ],[473.05978 649.6413 ],[466.64737 649.32104],[472.79474 648.37897],[475.8085 645.0071],[475.3143  644.86426],,[471.94916 644.5198 ],[469.24228 644.12885],[471.7907  646.68604],[466.4    645.0389],[467.07648 639.8647 ]
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[466.94482 645.7517 ],[478.89352 643.6343 ],[490.40146 642.1241 ],[482.4853  640.96326],[482.83334 647.6429 ],[488.6329  650.89874],[479.12372 650.0516 ],[481.92474 650.01074],[475.15384 649.97437],[473.4889  643.58887],[468.61447 652.40967],[471.9192 647.798 ],[463.90698 646.3721 ],,[464.53192 642.3617 ],[459.2716  646.49384],[455.61334 651.94666],[454.35123 648.34296],[442.67142 638.47144],[454.7125  637.54376],[455.01852 642.3951 ],[456.84024 643.46155],[457.03076 643.4359 ],[452.5341 640.7727],[451.7903 646.2366],[455.37186 647.61304],[447.90674 645.9948 ],[453.87958 646.17804],[457.1613  643.20966],[457.31155 644.8945 ],[456.1968 646.5798],[451.97223 647.1389 ],[447.83655 643.6106 ],[446.8465  644.00464],,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[456.57364 619.3488 ],[458.12592 615.3333 ],[454.45386 614.66925],[451.49634 607.62775],[447.00696 616.25   ],[453.51773 613.24115],[446.3846  607.16785],,[448.9934 604.0461],[447.9189 607.4662],[443.59863 616.38776],[451.04028 595.2886 ],[440.62265 589.44653],[447.92667 597.9533 ],[442.88742 596.50995],[443.33792 595.2552 ],[446.64935 593.0844 ],[438.46207 587.9655 ],[430.76596 581.0922 ],[431.22827 575.95654],[424.9903 574.4563],[430.05154 575.5464 ],[431.20987 569.2716 ],[432.36 572.7 ],[431.23 569.97],[426.86606 573.8839 ],[427.54782 573.0348 ],[429.33044 575.93915],[420.42056 574.6168 ],[422.80316 571.3228 ]
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[518.6667 616.1667],[511.8433 615.2463],[506.58286 623.32574],[509.9114  619.98737],[518.625 621.875],,,,,,,,,,,[517.      623.16394],[515.9773 625.    ],[517.74286 626.34283],[514.2222  626.96295],,,,,,,[513.85455 621.84546],[507.4091  621.16364],[510.45615 617.0088 ]
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[509.264 619.992],[507.0504 625.7143],[502.8209 635.1866],[506.4297 631.375 ],[500.87143 629.50714],,[505.     618.0672],[504.5357 619.1071],[502.34616 613.5577 ],[509.59494 617.8481 ],[497.51807 610.7309 ],[495.11365 605.0227 ],[492.02655 606.95575],[495.54956 604.4054 ],[497.76962 598.801  ],[492.53632 597.89386],[494.46033 599.164  ],[498.57367 598.13684],[491.89886 596.43256],[496.64087 594.00555],[499.41476 596.17615],[499.369  596.9251],[495.6842 597.7895],[494.54544 600.0909 ],[496.24835 600.3595 ],[498.20605 603.1697 ],[494.31946 602.7083 ],[496.94595 598.5068 ]
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[372.5 703. ],,[377.      702.14813],[374. 703.],,,,,,,,,[375.5    702.1539],,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 84.02564 419.84616],,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[440.85092 682.9627 ],,[444.32373 669.6259 ],[454.44962 672.21704],,,[456.2293  666.61145],[467.5812  667.26495],,,,,,[469.1651 663.3066],[471.49664 662.1879 ],[477.29102 657.3598 ],[472.4634 655.    ],,[471.6233  656.76025],[468.65585 656.3571 ],[469.19287 657.5357 ],[465.74158 658.0787 ],[467.78314 655.3434 ]
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[450.53333 697.3555 ],,,[445.47794 687.7427 ],,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[458.42593 690.64813],,,[456.9664 684.8151],,,[457.0531  681.56635],[459.5339  691.88135],[466.75214 697.42737],[473.161   698.04236],[467.36667 697.975  ],[462.9155  700.39435],[463. 703.],[456.5 703. ],,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[468.76636 680.85046],,,[467.41238 679.     ],,,[466.85715 679.3077 ],[460.78015 678.9007 ],[466.29932 681.1088 ],[471.98657 679.6913 ],,,[469.25714 678.4857 ],,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[475.53192 691.0851 ],,,,,,,[469.57446 689.9681 ],[474.05334 690.7733 ],[477.68332 688.85   ],[471.61627 687.3605 ],[468.9138 689.5259],[473.1842 694.193 ],[468.018  695.3694],[473.7876  696.22125],[478.6875 695.8929],,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[506.31915 688.8298 ],,,[514.7005  684.77155],,,[519. 680.],,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[513.7083 698.0917],,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[515.368  30.824],,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[518.375 692.   ],,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[452.5     647.87164],[455.10135 637.91895],[450.2965 641.3023],[440.77975 651.1131 ],[431.39264 645.73004],,,,,,,,,,,,,,,,[438.1762  642.61676],[436.82758 639.36017]
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[473.52173 621.3261 ],[471.25    624.35364],,[478.5858 617.8935],[467.97827 613.24457],[478.1533 621.8759],[475.24667 625.44   ],[478.4297 624.9531],[482.62308 628.62305],[482.60507 627.1667 ],[483.0586 629.1719],[482.3145 634.2016],[475.0252 634.2857],[480.11627 633.6279 ],[483.2077  631.33075],[482.98438 632.27344],[481.02362 631.8504 ],,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[513.7439  582.45123],[517.04 562.5 ],,,,[518.5714 546.5   ],[515.1413 543.6087],[514.36633 544.1386 ],[515.8495 543.5699],[510.31033 540.7414 ],[514.216 541.704],[517.3585 540.2075],[515.5098 544.0196],[514.85 546.3 ],[514.74194 544.4758 ],[514.6694 543.6694],[516.6049 544.0123],[514.629  539.7742],[516.4483 536.092 ]
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[490.61606 583.4554 ],,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[519. 559.],[518.2857 556.6667],,[515.71606 553.8395 ],[518.3889  555.05554],,[519. 557.],[518.2174 556.6087],[517.82855 555.5714 ],[517.7879 561.8788],,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[407.98648 645.17566],[399.44882 646.4803 ],[386.0155  643.18604],[386.89706 642.375  ],[388.75   639.5625],[387.09232 630.87695],[381.60544 627.32654],[383.5528 620.5714]
