,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[135.        15.071824  11.520658],,,[136.        15.602662  11.202208],,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[108.        12.84995   10.752907],,,[119.         14.340327   10.5659275],,,[113.        12.586018  11.442373],[118.         12.983397   11.5890665],[117.        13.063211  11.591831],[118.        13.188531  11.50352 ],[120.         13.6820965  11.365406 ],[71.        12.581049   7.4466496],[7. 8. 0.],[6.        6.8313007 0.       ],,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[107.         13.00034    10.6078415],,,[194.        20.18381   12.476626],,,[91.       13.537375  8.65691 ],[141.        16.184296  11.134376],[147.        16.959766  11.082642],[149.        16.659603  11.394845],,,[140.        15.115904  11.81003 ],,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[141.        14.364512  12.494405],,,,,,,[94.       11.588486 10.346438],[75.       10.599023  9.102005],[60.        9.315341  8.184943],[86.       10.674358 10.241047],[116.        13.499133  10.960225],[114.        14.424893  10.096609],[111.         14.404907    9.8732815],[113.        13.888446  10.401454],[112.         14.684203    9.8662195],,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[141.        14.842349  12.123247],,,[197.        24.047058  11.26411 ],,,[1. 0. 0.],,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[120.        12.706669  12.33876 ],,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[125.        17.946129   9.030285],,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[16.         8.027514   2.7035186],,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[148.        14.714019  12.839609],[148.        16.184181  11.944354],[172.        17.829819  12.436653],[168.        16.300783  13.135517],[163.        15.437424  13.494536],,,,,,,,,,,,,,,,[227.        18.089195  16.12766 ],[261.        20.54904   16.563305]
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[184.        22.051125  10.836527],[164.        18.696001  11.354373],,[169.        19.739033  11.535909],[184.        19.348938  13.248533],[137.        15.749753  11.161471],[150.         14.690625   13.0622015],[128.        14.367287  11.33432 ],[130.        14.456599  11.756458],[276.        25.321392  14.606043],[256.        24.249775  13.945726],[124.        13.375     11.871849],[119.        13.11858   11.866131],[129.        14.032211  11.785501],[130.        14.479599  11.457973],[128.        13.846359  11.809028],[127.        14.268985  11.374681],,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[82.       12.499946  8.440928],[50.       10.917875  6.347787],,,,[14.         8.246211   1.9794866],[92.        12.438913   9.3937845],[101.        12.980355   9.925777],[93.        14.181956   8.4764805],[116.        13.492144  10.962595],[125.         14.0856905  11.308977 ],[53.        13.490708   5.1551995],[102.        14.103686   9.417334],[120.       14.61286  10.55135],[124.        14.935734  10.630627],[124.        14.855202  10.683966],[81.        15.2267475  7.1192403],[124.        14.919751  10.604143],[87.        15.5083685  7.4155636]
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[112.        14.677282   9.901729],,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5.       5.656854 0.      ],[21.         9.428477   3.0583076],,[81.       11.769731  9.022244],[18.         8.892861   2.7086482],,[3.        3.2659864 0.       ],[23.         9.7107525  3.1025257],[35.        11.286576   4.2161183],[33.        10.411382   4.2618403],,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[74.       13.193967  7.152081],[127.        15.543367  10.393503],[129.        13.721867  11.960756],[136.         14.8499975  11.651776 ],[128.        14.542119  11.212237],[130.        13.680617  12.093246],[147.        14.713007  12.754513],[161.         14.9338455  13.723422 ]
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[95.       12.086981 10.016207],[108.        12.663013  10.846633],[108.        12.41164   11.074657],[114.        12.698845  11.4337  ],[107.        12.517715  10.880124],[117.        13.291003  11.221605],[115.        12.76447   11.482833],[116.        12.975915  11.45415 ]
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3.        3.2659864 0.       ],,,[57.       11.142658  6.632228],,,[21.         9.843622   2.8461952]
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[124.        15.438118  10.271223],[117.        15.213667  10.277312],[109.        14.116662  10.069368],[76.       10.322918  9.457133],[115.        14.550286  10.475732],[131.        16.119844  10.349176],[136.        16.634007  10.418125]
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[41.         9.058327   5.8855047],[58.       10.551046  7.202525],
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[65.       11.091914  7.585035],[135.        17.698696  10.032232],[139.        18.084389  10.273363]
